position	rank	score	title	year	genre	mpaa	imdb
756	462	85.60000166	In a Lonely Place	1950	Crime Drama	N/A	http://www.imdb.com/title/tt0042593/
757		85.60000155	Ju Dou (Chinese-Japanese)	1989	Drama	PG-13	http://www.imdb.com/title/tt0099902/
758	463	85.60300148	Way Out West	1937	Comedy	N/A	http://www.imdb.com/title/tt0029747/
759		85.60000142	Los Olividados (Mexican)	1950	Crime Drama	N/A	http://www.imdb.com/title/tt0042804/
760	464	85.60000132	The Little Foxes	1941	Drama	N/A	http://www.imdb.com/title/tt0033836/
761	465	85.60000128	The Woman in the Window	1944	Mystery	N/A	http://www.imdb.com/title/tt0037469/
762		85.6000012	My Father's Glory (French)	1990	Drama	G	http://www.imdb.com/title/tt0099669/
763	466	85.60000115	The Uninvited	1944	Thriller	N/A	http://www.imdb.com/title/tt0037415/
764		85.60000113	Othello (Italian)	1952	Drama	N/A	http://www.imdb.com/title/tt0045251/
765		85.60000113	The Last Laugh (German Silent)	1924	Drama	N/A	http://www.imdb.com/title/tt0015064/
766	467	85.60000101	Nanook of the North (Silent)	1922	Documentary	N/A	http://www.imdb.com/title/tt0013427/
767		85.60000086	Big Deal on Madonna Street (Italian)	1958	Comedy	N/A	http://www.imdb.com/title/tt0052216/
768		85.60000081	Baran (Iranian)	2001	Drama	PG	http://www.imdb.com/title/tt0233841/
769	468	85.60000077	A Walk in the Sun	1945	War Drama	N/A	http://www.imdb.com/title/tt0038235/
770		85.6000007	La B�te Humaine (French)	1938	Crime Drama	N/A	http://www.imdb.com/title/tt0029957/
771		85.60000064	Touchez Pas au Grisbi (French)	1954	Crime Drama	N/A	http://www.imdb.com/title/tt0046451/
772		85.6000006	Whistle Down the Wind (British)	1961	Drama	N/A	http://www.imdb.com/title/tt0055618/
773		85.60000057	Murmur of the Heart (French-German-Italian)	1971	Comedy-Drama	R	http://www.imdb.com/title/tt0067778/
774	469	85.6000005	The Sea Wolf	1941	Adventure	N/A	http://www.imdb.com/title/tt0034162/
775		85.60000049	Paisan (Italian)	1946	War Drama	N/A	http://www.imdb.com/title/tt0038823/
776		85.60000049	Victim (British)	1961	Thriller	N/A	http://www.imdb.com/title/tt0055597/
777	470	85.60000049	Salt of the Earth	1953	Drama	N/A	http://www.imdb.com/title/tt0047443/
778	471	85.60000046	Johnny Belinda	1948	Drama	N/A	http://www.imdb.com/title/tt0040495/
779		85.60000045	Lola (German)	1982	Drama	R	http://www.imdb.com/title/tt0082671/
780	472	85.60000044	TabuﾖA Story of the South Seas	1931	Adventure	N/A	http://www.imdb.com/title/tt0022458/
781	473	85.60000039	The Old Maid	1939	Drama	N/A	http://www.imdb.com/title/tt0031750/
782	474	85.60000037	Monterey Pop	1969	Musical	N/A	http://www.imdb.com/title/tt0064689/
783		85.60000033	A Sunday in the Country (French)	1984	Drama	G	http://www.imdb.com/title/tt0088318/
784		85.60000032	Entre Nous (French)	1983	Drama	PG	http://www.imdb.com/title/tt0085370/
785	475	85.60000031	Bombshell	1933	Comedy-Drama	N/A	http://www.imdb.com/title/tt0023825/
786		85.60000027	The Fire Within (French)	1963	Drama	N/A	http://www.imdb.com/title/tt0057058/
787	476	85.60000026	Tomorrow	1972	Drama	PG	http://www.imdb.com/title/tt0069393/
788		85.60000024	Maedchen in Uniform (German)	1931	Drama	N/A	http://www.imdb.com/title/tt0022183/
789		85.60000023	Salvatore Giuliano (Italian)	1962	Biography	N/A	http://www.imdb.com/title/tt0055399/
790		85.60000023	The Golden Coach (Italian)	1952	Drama	N/A	http://www.imdb.com/title/tt0044487/
791	477	85.60000022	Boomerang!	1947	Crime Drama	N/A	http://www.imdb.com/title/tt0039208/
792		85.60000021	Le Plaisir (French)	1951	Comedy-Drama	N/A	http://www.imdb.com/title/tt0045034/
793	478	85.6000002	One Way Passage	1932	Drama	N/A	http://www.imdb.com/title/tt0023305/
794	479	85.60000019	Jazz on a Summer's Day	1959	Concert	N/A	http://www.imdb.com/title/tt0052942/
795		85.60000017	Seduced and Abandoned (Italian)	1964	Comedy	N/A	http://www.imdb.com/title/tt0058564/
796	480	85.60000017	You're Telling Me!	1934	Comedy	N/A	http://www.imdb.com/title/tt0026017/
797		85.60000016	Storm Over Asia (Russian)	1928	Drama	N/A	http://www.imdb.com/title/tt0019286/
798	481	85.60000014	The Count of Monte Cristo	1934	Adventure	N/A	http://www.imdb.com/title/tt0025004/
799		85.60000012	Otello (Italian)	1986	Opera	PG	http://www.imdb.com/title/tt0091699/
800	482	85.6000001	Prisoner of Paradise (Canadian-British-German-U.S.)	2003	Documentary	N/A	http://www.imdb.com/title/tt0348862/
801	483	85.60000009	The Homecoming	1973	Drama	PG	http://www.imdb.com/title/tt0070188/
802	484	85.60000009	The Chaplin Revue	1958	Comedy-Drama	N/A	http://www.imdb.com/title/tt0050243/
803		85.60000007	The Mark (British)	1961	Drama	N/A	http://www.imdb.com/title/tt0055146/
804	485	85.60000007	Laurel and Hardy's Laughing 20's	1965	Comedy	N/A	http://www.imdb.com/title/tt0059379/
805		85.60000004	Yidl Mitn Fidl (Polish)	1936	Musical	N/A	http://www.imdb.com/title/tt0027231/
806	486	85.60000003	Skylark	1941	Comedy	N/A	http://www.imdb.com/title/tt0034198/
807		85.60000001	Letters from My Windmill (French)	1954	Comedy-Drama	N/A	http://www.imdb.com/title/tt0047171/
808		85.50200658	Romeo and Juliet (British-Italian)	1968	Drama	G	http://www.imdb.com/title/tt0063518/
809	487	85.50200266	Winchester '73	1950	Western	N/A	http://us.imdb.com/title/tt0043137/
810	488	85.50200248	The Phantom of the Opera (Silent)	1925	Horror	N/A	http://www.imdb.com/title/tt0016220/
811	489	85.50200248	Bad Day at Black Rock	1955	Crime Drama	N/A	http://www.imdb.com/title/tt0047849/
812	490	85.50200141	Only Angels Have Wings	1939	Adventure	N/A	http://www.imdb.com/title/tt0031762/
813	491	85.42301382	American Graffiti	1973	Comedy-Drama	PG	http://www.imdb.com/title/tt0069704/
814	492	85.40302246	Field of Dreams	1989	Fantasy	PG	http://www.imdb.com/title/tt0097351/
815	493	85.40301074	The Producers	1968	Comedy	PG	http://www.imdb.com/title/tt0063462/
816		85.40301011	The Last Emperor (Italian-British-Chinese)	1987	Biography	PG-13	http://www.imdb.com/title/tt0093389/
817	494	85.40300222	Marty	1955	Drama	N/A	http://us.imdb.com/title/tt0048356/
818	495	85.40300196	The Hunchback of Notre Dame	1939	Adventure	N/A	http://www.imdb.com/title/tt0031455/
819	496	85.40300053	Kings Row	1942	Drama	N/A	http://www.imdb.com/title/tt0034946/
820	497	85.40300041	Footlight Parade	1933	Musical	N/A	http://www.imdb.com/title/tt0024028/
821	498	85.40005052	The Fugitive	1993	Crime Drama	PG-13	http://www.imdb.com/title/tt0106977/
822	499	85.40004962	As Good As It Gets	1997	Comedy	PG-13	http://www.imdb.com/title/tt0119822/
823	500	85.40004003	Road to Perdition	2002	Crime Drama	R	http://www.imdb.com/title/tt0257044/
824	501	85.40002829	Rushmore	1998	Comedy-Drama	R	http://www.imdb.com/title/tt0128445/
825	502	85.40002472	The Aviator	2004	Biography	PG-13	http://www.imdb.com/title/tt0056592/
826	503	85.40001849	Blazing Saddles	1974	Comedy	R	http://www.imdb.com/title/tt0071230/
827		85.40001767	Billy Elliot (British)	2000	Drama	R	http://www.imdb.com/title/tt0249462/
828	504	85.40001514	October Sky	1999	Drama	PG	http://www.imdb.com/title/tt0132477/
829	505	85.40001322	Breakfast at Tiffany's	1961	Comedy-Drama	N/A	http://www.imdb.com/title/tt0054698/
830	506	85.40001228	Dirty Harry	1971	Crime Drama	R	http://www.imdb.com/title/tt0066999/
831		85.40001221	Heavenly Creatures (New Zealand)	1994	Crime Drama	R	http://www.imdb.com/title/tt0110005/
832		85.40001107	Breaking the Waves (Danish)	1996	Drama	R	http://www.imdb.com/title/tt0115751/
833	507	85.40000986	You Can Count On Me	2000	Drama	R	http://www.imdb.com/title/tt0203230/
834	508	85.40000962	House of Sand and Fog	2003	Drama	R	http://www.imdb.com/title/tt0315983/
835		85.40000948	The Wicker Man (British)	1973	Mystery	R	http://www.imdb.com/title/tt0070917/
836	509	85.40000771	Sabrina	1954	Comedy-Drama	N/A	http://www.imdb.com/title/tt0047437/
837	510	85.40000719	Forbidden Planet	1956	Science Fiction	G	http://www.imdb.com/title/tt0049223/
838	511	85.40000633	Maria Full of Grace (U.S.-Colombian)	2004	Crime Drama	R	http://www.imdb.com/title/tt0390221/
839		85.40000476	The Man Without a Past (Finnish-German-French)	2002	Comedy	PG-13	http://www.imdb.com/title/tt0311519/
840		85.40000468	Watership Down (British)	1978	Fantasy	PG	http://www.imdb.com/title/tt0078480/
841	512	85.4000045	Breaking Away	1979	Drama	PG	http://www.imdb.com/title/tt0078902/
842	513	85.40000415	When We Were Kings	1996	Documentary	PG	http://www.imdb.com/title/tt0118147/
843	514	85.40000373	The Tenant (French-U.S.)	1976	Horror	R	http://www.imdb.com/title/tt0074811/
844	515	85.4000031	Lifeboat	1944	Adventure	N/A	http://www.imdb.com/title/tt0037017/
845		85.40000288	1900 (Italian-French-German)	1977	Drama	NC-17	http://www.imdb.com/title/tt0074084/
846	516	85.4000028	The Invisible Man	1933	Science Fiction	N/A	http://www.imdb.com/title/tt0024184/
847	517	85.40000241	Angels With Dirty Faces	1938	Crime Drama	N/A	http://www.imdb.com/title/tt0029870/
848	518	85.40000236	The Public Enemy	1931	Crime Drama	N/A	http://us.imdb.com/title/tt0022286/
849	519	85.40000235	The Petrified Forest	1936	Crime Drama	N/A	http://www.imdb.com/title/tt0028096/
850		85.40000226	Microcosmos (French-Swiss-Italian)	1996	Documentary	G	http://www.imdb.com/title/tt0117040/
851		85.40000225	Contempt (French-Italian)	1963	Comedy	N/A	http://www.imdb.com/title/tt0057345/
852		85.40000218	Mr. Hulot's Holiday (French)	1953	Comedy	N/A	http://www.imdb.com/title/tt0046487/
853		85.40000214	Europa Europa (French-German)	1991	War Drama	R	http://www.imdb.com/title/tt0099776/
854		85.40000199	Hiroshima, Mon Amour (French-Japanese)	1959	Drama	N/A	http://www.imdb.com/title/tt0052893/
855		85.40000195	The Blue Angel (German)	1930	Drama	N/A	http://www.imdb.com/title/tt0020697/
856	520	85.40000163	The Hill	1965	War Drama	N/A	http://www.imdb.com/title/tt0059274/
857		85.4000015	The Conformist (Italian-French-West German)	1971	Drama	R	http://www.imdb.com/title/tt0065571/
858	521	85.40000146	3 Women	1977	Drama	PG	http://www.imdb.com/title/tt0075612/
859		85.40000143	The Marriage of Maria Braun (German)	1978	Drama	R	http://www.imdb.com/title/tt0079095/
860		85.40000137	The Phantom of Liberty (French)	1974	Comedy	R	http://www.imdb.com/title/tt0071487/
861		85.40000127	Red Sorghum (Chinese)	1987	Drama	N/A	http://www.imdb.com/title/tt0093206/
862		85.40000109	Spirit of the Beehive (Spanish)	1973	Drama	N/A	http://www.imdb.com/title/tt0070040/
863	522	85.40000103	Riding Giants	2004	Documentary	PG-13	http://www.imdb.com/title/tt0389326/
864	523	85.40000101	Scaramouche	1952	Adventure	N/A	http://www.imdb.com/title/tt0045125/
865		85.400001	Kwaidan (Japanese)	1964	Horror	N/A	http://www.imdb.com/title/tt0058279/
866		85.40000093	Pathfinder (Norwegian)	1988	Adventure	N/A	http://www.imdb.com/title/tt0093668/
867	524	85.40000089	3:10 to Yuma	1957	Western	N/A	http://www.imdb.com/title/tt0050086/
868	525	85.40000089	Shall We Dance	1937	Musical	N/A	http://www.imdb.com/title/tt0029546/
869		85.40000088	The Scarlet Pimpernel (British)	1935	Adventure	N/A	http://www.imdb.com/title/tt0025748/
870		85.40000082	Saturday Night and Sunday Morning (British)	1960	Drama	N/A	http://www.imdb.com/title/tt0054269/
871		85.40000077	La Promesse (Belgian-French-Luxembourgian-Tunisian)	1996	Drama	N/A	http://www.imdb.com/title/tt0117398/
872		85.40000071	Vagabond (French)	1985	Drama	R	http://www.imdb.com/title/tt0089960/
873		85.40000069	The Dresser (British)	1983	Drama	PG	http://www.imdb.com/title/tt0085461/
874		85.40000066	Summer (French)	1986	Drama	R	http://www.imdb.com/title/tt0091830/
875	526	85.40000065	The Westerner	1940	Western	N/A	http://www.imdb.com/title/tt0033253/
876		85.40000064	The Passion of Anna (Swedish)	1969	Drama	R	http://www.imdb.com/title/tt0064793/
877		85.40000063	Olivier Olivier (French)	1992	Drama	R	http://www.imdb.com/title/tt0017925/
878		85.4000006	Loves of a Blonde (Czech)	1965	Comedy-Drama	N/A	http://www.imdb.com/title/tt0059415/
879		85.40000053	Richard III (British)	1955	Drama	N/A	http://www.imdb.com/title/tt0090190/
880		85.40000049	Peking Opera Blues (Hong Kong)	1986	Adventure	N/A	http://www.imdb.com/title/tt0040897/
881		85.40000049	Torment (Swedish)	1944	Drama	N/A	http://www.imdb.com/title/tt0036914/
882	527	85.40000048	I Remember Mama	1948	Drama	N/A	http://www.imdb.com/title/tt0040458/
883	528	85.40000046	Champion	1949	Drama	N/A	http://www.imdb.com/title/tt0041239/
884	529	85.40000045	Gentleman Jim	1942	Biography	N/A	http://www.imdb.com/title/tt0034778/
885		85.40000045	L'Argent (French-Swiss)	1983	Drama	N/A	http://www.imdb.com/title/tt0085180/
886		85.40000044	49th Parallel (British)	1941	War Drama	N/A	http://www.imdb.com/title/tt0033627/
887		85.40000044	This Man Must Die (French)	1970	Drama	PG	http://www.imdb.com/title/tt0064861/
888	530	85.40000041	Brute Force	1947	Crime Drama	N/A	http://www.imdb.com/title/tt0039224/
889		85.40000041	La Ronde (French)	1950	Drama	N/A	http://www.imdb.com/title/tt0042906/
890		85.40000036	Celine and Julie Go Boating (French)	1974	Fantasy	N/A	http://www.imdb.com/title/tt0071381/
891	531	85.40000035	Never Give a Sucker an Even Break	1941	Comedy	N/A	http://www.imdb.com/title/tt0033945/
892	532	85.40000034	The Dawn Patrol	1938	War Drama	N/A	http://www.imdb.com/title/tt0030044/
893		85.40000032	Man of Iron (Polish)	1980	Drama	PG	http://www.imdb.com/title/tt0082222/
894		85.40000029	Journey of Hope (Swiss)	1990	Drama	PG	http://www.imdb.com/title/tt0100470/
895	533	85.40000028	Our Vines Have Tender Grapes	1945	Drama	N/A	http://www.imdb.com/title/tt0037963/
896		85.40000024	The Aviator's Wife (French)	1981	Drama	PG	http://www.imdb.com/title/tt0080728/
897		85.40000023	Cabiria (Italian Silent)	1914	Adventure	N/A	http://www.imdb.com/title/tt0003740/
898	534	85.40000022	The Iceman Cometh	1973	Drama	PG	http://www.imdb.com/title/tt0070212/
899	535	85.40000022	Hold Back the Dawn	1941	Drama	N/A	http://www.imdb.com/title/tt0033722/
900	536	85.40000019	One Hour With You	1932	Musical	N/A	http://www.imdb.com/title/tt0023303/
901		85.40000016	Goin' Down the Road (Canadian)	1970	Drama	PG	http://www.imdb.com/title/tt0065788/
902	537	85.40000016	Nothing But a Man	1964	Drama	N/A	http://www.imdb.com/title/tt0058414/
903		85.40000015	The Stranger (Italian-French)	1967	Drama	N/A	http://www.imdb.com/title/tt0062310/
904	538	85.40000014	The Suspect	1944	Mystery	N/A	http://www.imdb.com/title/tt0037330/
905	539	85.40000011	Chang: A Drama of the Wilderness (Silent)	1927	Documentary	N/A	http://www.imdb.com/title/tt0017743/
906	540	85.40000009	Time Indefinite	1993	Biography	N/A	http://www.imdb.com/title/tt0108341/
907		85.40000007	Camouflage (Polish)	1977	Comedy-Drama	N/A	http://www.imdb.com/title/tt0075730/
908	541	85.40000002	Moana (Silent)	1925	Drama	N/A	http://www.imdb.com/title/tt0017162/
909	542	85.30200249	McCabe & Mrs. Miller	1971	Western	R	http://us.imdb.com/title/tt0067411/
910	543	85.30200151	The Bad and the Beautiful	1952	Drama	N/A	http://www.imdb.com/title/tt0044391/
911	544	85.20303135	When Harry Met Sally...	1989	Comedy	R	http://us.imdb.com/title/tt0098635/
912	545	85.20301699	Dead Man Walking	1995	Crime Drama	R	http://www.imdb.com/title/tt0112818/
913	546	85.20300117	The Letter	1940	Crime Drama	N/A	http://www.imdb.com/title/tt0032701/
914	547	85.20003395	Chasing Amy	1997	Comedy-Drama	R	http://www.imdb.com/title/tt0118842/
915	548	85.20002954	Boogie Nights	1997	Drama	R	http://www.imdb.com/title/tt0118749/
916	549	85.20002813	The Hunt for Red October	1990	Action	PG	http://www.imdb.com/title/tt0099810/
917	550	85.20002198	Donnie Brasco	1997	Crime Drama	R	http://www.imdb.com/title/tt0119008/
918	551	85.20001722	Sense and Sensibility	1995	Drama	PG	http://www.imdb.com/title/tt0114388/
919	552	85.2000166	The Last of the Mohicans	1992	Adventure	R	http://us.imdb.com/title/tt0104691/
920	553	85.20001322	Dangerous Liaisons	1988	Drama	R	http://www.imdb.com/title/tt0094947/
921	554	85.20001144	The Color Purple	1985	Drama	PG-13	http://www.imdb.com/title/tt0088939/
922	555	85.20001013	A Bronx Tale	1993	Crime Drama	R	http://www.imdb.com/title/tt0106489/
923	556	85.20000947	Gods and Monsters	1998	Drama	R	http://www.imdb.com/title/tt0120684/
924	557	85.20000911	Serpico	1973	Crime Drama	R	http://www.imdb.com/title/tt0070666/
925	558	85.20000824	Midnight Express	1978	Adventure	R	http://www.imdb.com/title/tt0077928/
926	559	85.20000815	Where Eagles Dare	1968	Adventure	M/PG	http://www.imdb.com/title/tt0065207/
927	560	85.20000792	The Dirty Dozen	1967	War Drama	N/A	http://www.imdb.com/title/tt0061578/
928	561	85.20000715	Straw Dogs	1971	Thriller	R	http://www.imdb.com/title/tt0067800/
929	562	85.20000697	Spellbound	1945	Thriller	N/A	http://www.imdb.com/title/tt0038109/
930		85.20000665	Gallipoli (Australian)	1981	War Drama	PG	http://www.imdb.com/title/tt0082432/
931		85.20000575	Lantana (Australian-German)	2001	Mystery	R	http://www.imdb.com/title/tt0259393/
932		85.2000057	My Left Foot (Irish)	1989	Biography	R	http://www.imdb.com/title/tt0097937/
933		85.20000493	Local Hero (British)	1983	Comedy-Drama	PG	http://us.imdb.com/title/tt0085859/
934	563	85.20000492	The Haunting	1963	Horror	G	http://www.imdb.com/title/tt0057129/
935	564	85.20000459	Suspicion	1941	Suspense	N/A	http://www.imdb.com/title/tt0034248/
936	565	85.20000436	The Music Man	1962	Musical	G	http://www.imdb.com/title/tt0287978/
937	566	85.20000429	The Shootist	1976	Western	PG	http://us.imdb.com/title/tt0075213/
938	567	85.20000372	Crumb	1994	Biography	R	http://www.imdb.com/title/tt0109508/
939		85.20000371	The Dinner Game (French)	1998	Comedy	PG-13	http://www.imdb.com/title/tt0119038/
940	568	85.20000369	American Movie	1999	Documentary	R	http://www.imdb.com/title/tt0181288/
941		85.20000357	Tampopo (Japanese)	1985	Comedy	N/A	http://www.imdb.com/title/tt0092048/
942		85.20000336	Yi Yi (Taiwanese-Japanese)	2000	Drama	N/A	http://www.imdb.com/title/tt0244316/
943	569	85.20000286	The Flight of the Phoenix	1965	Adventure	N/A	http://www.imdb.com/title/tt0059183/
944	570	85.20000282	They Shoot Horses, Don't They?	1969	Drama	M/PG	http://www.imdb.com/title/tt0065088/
945	571	85.20000276	A Day at the Races	1937	Comedy	N/A	http://www.imdb.com/title/tt0028772/
946	572	85.20000249	Auntie Mame	1958	Comedy	N/A	http://www.imdb.com/title/tt0051383/
947		85.20000215	Death in Venice (Italian)	1971	Drama	PG	http://www.imdb.com/title/tt0067445/
948	573	85.20000204	Missing	1982	Drama	PG	http://www.imdb.com/title/tt0029583/
949	574	85.20000202	Matewan	1987	Drama	PG-13	http://www.imdb.com/title/tt0093509/
950	575	85.200002	Monkey Business	1931	Comedy	N/A	http://www.imdb.com/title/tt0022158/
951	576	85.20000181	Mrs. Miniver	1942	Drama	N/A	http://us.imdb.com/title/tt0035093/
952		85.20000176	After Life (Japanese)	1998	Fantasy	N/A	http://www.imdb.com/title/tt0165078/
953	577	85.20000166	The Prime of Miss Jean Brodie	1969	Drama	M/PG	http://www.imdb.com/title/tt0064840/
954		85.20000159	The Color of Paradise (Iranian)	1999	Drama	PG	http://www.imdb.com/title/tt0191043/
955		85.20000151	Wild Reeds (French)	1994	Drama	N/A	http://www.imdb.com/title/tt0111019/
956	578	85.20000151	The Spy Who Came In From the Cold	1965	Thriller	N/A	http://www.imdb.com/title/tt0059749/
